sales_id,customer_id,product_id,store_id,date_key,quantity,unit_price,discount,sales_amount,payment_method
T008726,C03316,P0215,S057,20230503,1,20419.8,3089.11,17330.69,Cash
T008727,C02629,P0464,S063,20241229,4,1864.66,647.04,6811.6,UPI
T008728,C00719,P0299,S038,20240904,3,742.07,69.72,2156.49,UPI
T008729,C04147,P0050,S091,20250714,4,863.47,1188.53,2265.35,UPI
T008730,C03022,P0184,S027,20250407,4,376.58,293.62,1212.7,Cash
T008731,C04764,P0451,S108,20240827,2,5858.63,1788.3,9928.96,Credit Card
T008732,C00788,P0214,S066,20250513,2,118714.4,31799.1,205629.7,Debit Card
T008733,C02554,P0167,S071,20250523,2,1685.98,465.72,2906.24,Debit Card
T008734,C03112,P0243,S082,20250904,2,1730.28,432.54,3028.02,Debit Card
T008735,C00445,P0336,S036,20240309,1,7201.16,1053.03,6148.13,Debit Card
T008736,C00417,P0199,S118,20241014,4,1938.03,840.28,6911.84,UPI
T008737,C04733,P0100,S103,20230209,2,1058.56,59.57,2057.55,UPI
T008738,C03344,P0050,S010,20250617,2,863.47,184.37,1542.57,Cash
T008739,C02787,P0093,S053,20231008,2,13499.24,2611.42,24387.06,UPI
T008740,C01839,P0414,S010,20230709,2,38015.43,6468.19,69562.67,UPI
T008741,C00425,P0494,S008,20240102,2,120.27,3.81,236.73,Credit Card
T008742,C00084,P0266,S061,20250819,1,13824.07,1592.17,12231.9,UPI
T008743,C02937,P0395,S003,20231021,1,3346.94,1126.68,2220.26,Credit Card
T008744,C00669,P0444,S096,20231015,1,6888.97,934.46,5954.51,UPI
T008745,C03615,P0169,S099,20251113,1,372.88,14.85,358.03,UPI
T008746,C01242,P0091,S040,20250607,2,14156.44,4498.8,23814.08,UPI
T008747,C01084,P0255,S109,20241020,3,237.54,20.7,691.92,UPI
T008748,C00531,P0303,S075,20251030,4,114.3,12.01,445.19,Net Banking
T008749,C02855,P0277,S079,20250113,3,3324.42,2956.16,7017.1,UPI
T008750,C04311,P0244,S071,20230314,1,2671.47,224.93,2446.54,UPI
T008751,C02298,P0467,S109,20250829,1,1622.9,140.37,1482.53,UPI
T008752,C04340,P0084,S105,20230101,2,10264.16,1908.8,18619.52,UPI
T008753,C00003,P0064,S067,20250528,1,2864.27,1026.87,1837.4,UPI
T008754,C03685,P0095,S073,20230508,4,621.74,135.13,2351.83,Net Banking
T008755,C02256,P0040,S093,20241002,1,3177.05,181.14,2995.91,Debit Card
T008756,C03372,P0481,S029,20240406,3,377.28,155.9,975.94,Debit Card
T008757,C00810,P0195,S030,20230120,3,1816.47,946.4,4503.01,UPI
T008758,C00684,P0408,S068,20240202,10,160.43,55.3,1549.0,Credit Card
T008759,C01400,P0073,S024,20250713,2,21676.65,7588.22,35765.08,Net Banking
T008760,C02947,P0369,S100,20230524,1,116213.13,12174.7,104038.43,Credit Card
T008761,C02325,P0133,S011,20231008,2,4204.98,843.0,7566.96,Debit Card
T008762,C03154,P0333,S067,20251107,2,2470.18,636.1,4304.26,UPI
T008763,C04051,P0056,S084,20230121,4,1041.41,512.17,3653.47,Debit Card
T008764,C02352,P0169,S001,20240102,8,372.88,66.92,2916.12,Cash
T008765,C02936,P0340,S012,20230506,5,1306.61,956.6,5576.45,Credit Card
T008766,C02080,P0100,S037,20230421,3,1058.56,154.61,3021.07,UPI
T008767,C00535,P0334,S081,20250728,8,343.83,100.82,2649.82,UPI
T008768,C01374,P0084,S051,20250119,2,10264.16,2150.46,18377.86,UPI
T008769,C02993,P0060,S058,20251029,1,6652.47,1071.42,5581.05,Debit Card
T008770,C01977,P0022,S025,20230625,2,3488.12,630.73,6345.51,Net Banking
T008771,C01188,P0110,S024,20250227,3,4763.18,1500.87,12788.67,Credit Card
T008772,C03443,P0181,S112,20241026,1,18795.78,1718.57,17077.21,UPI
T008773,C04657,P0471,S067,20230615,1,2876.93,342.83,2534.1,UPI
T008774,C00091,P0100,S016,20240502,1,1058.56,60.79,997.77,UPI
T008775,C00527,P0127,S114,20240622,2,11480.28,4276.18,18684.38,Cash
T008776,C01344,P0085,S016,20240715,2,2698.4,420.0,4976.8,Credit Card
T008777,C03167,P0218,S052,20240808,1,95848.24,10765.12,85083.12,UPI
T008778,C02405,P0109,S089,20240807,1,1315.06,74.58,1240.48,UPI
T008779,C00599,P0406,S034,20230416,1,667.08,109.99,557.09,UPI
T008780,C03082,P0049,S043,20250803,7,115.1,15.15,790.55,UPI
T008781,C02104,P0001,S046,20231111,3,1450.99,1024.34,3328.63,UPI
T008782,C00616,P0157,S117,20250617,3,2189.65,716.53,5852.42,UPI
T008783,C01356,P0385,S070,20230907,2,87496.18,21580.62,153411.74,Credit Card
T008784,C01771,P0387,S095,20230629,3,668.01,26.17,1977.86,UPI
T008785,C03689,P0099,S037,20240208,2,1309.08,347.59,2270.57,UPI
T008786,C02210,P0214,S118,20250309,2,118714.4,26252.68,211176.12,UPI
T008787,C04731,P0388,S108,20230228,1,1825.08,345.86,1479.22,Debit Card
T008788,C01410,P0490,S114,20250808,3,1266.01,63.23,3734.8,Debit Card
T008789,C00098,P0169,S032,20251121,9,372.88,80.68,3275.24,UPI
T008790,C02521,P0039,S023,20250616,2,11970.46,3572.25,20368.67,Credit Card
T008791,C02740,P0165,S099,20250224,4,277.1,124.19,984.21,Cash
T008792,C04682,P0420,S023,20230203,2,7253.42,1767.8,12739.04,UPI
T008793,C00479,P0487,S047,20230516,2,505.06,48.96,961.16,Cash
T008794,C04201,P0317,S102,20230118,1,10049.42,1010.45,9038.97,UPI
T008795,C03219,P0166,S050,20240714,2,2642.36,1091.84,4192.88,UPI
T008796,C04424,P0318,S097,20231113,3,1410.55,783.3,3448.35,Net Banking
T008797,C04476,P0324,S054,20250421,2,3874.65,801.67,6947.63,UPI
T008798,C03366,P0463,S092,20230315,1,3501.04,507.95,2993.09,Cash
T008799,C00435,P0013,S036,20230618,9,489.15,80.27,4322.08,UPI
T008800,C03453,P0070,S053,20240206,1,2724.29,269.42,2454.87,Credit Card
T008801,C03916,P0080,S029,20231220,3,719.75,391.95,1767.3,Debit Card
T008802,C04064,P0180,S034,20250411,1,1311.43,106.07,1205.36,Credit Card
T008803,C04397,P0205,S056,20251021,1,9676.9,1370.9,8306.0,Net Banking
T008804,C00271,P0399,S060,20230606,9,56.49,24.89,483.52,UPI
T008805,C01645,P0015,S030,20250405,1,51133.95,4483.37,46650.58,UPI
T008806,C00328,P0347,S076,20240617,2,2366.15,778.65,3953.65,UPI
T008807,C03549,P0413,S021,20231202,1,67233.8,7312.33,59921.47,UPI
T008808,C03052,P0285,S002,20230411,5,1114.62,355.31,5217.79,Cash
T008809,C02857,P0079,S080,20240702,1,10908.41,1344.29,9564.12,Net Banking
T008810,C00732,P0103,S092,20230414,1,88280.86,11645.34,76635.52,Cash
T008811,C00229,P0094,S062,20230221,1,4239.35,321.82,3917.53,Debit Card
T008812,C02954,P0474,S063,20240214,1,849.26,26.48,822.78,UPI
T008813,C04992,P0028,S001,20241226,2,3916.73,841.5,6991.96,Debit Card
T008814,C02032,P0402,S060,20240724,1,8016.76,1576.99,6439.77,Debit Card
T008815,C02454,P0063,S055,20230525,5,1165.72,934.48,4894.12,UPI
T008816,C04975,P0228,S004,20250108,1,1606.88,204.48,1402.4,UPI
T008817,C02373,P0212,S083,20250919,1,6212.84,494.04,5718.8,Net Banking
T008818,C04767,P0414,S089,20250610,2,38015.43,9304.12,66726.74,UPI
T008819,C04922,P0122,S113,20240529,2,629.96,78.84,1181.08,Cash
T008820,C04184,P0155,S027,20250523,3,993.95,311.21,2670.64,Debit Card
T008821,C02637,P0073,S027,20230913,1,21676.65,2126.68,19549.97,UPI
T008822,C02617,P0169,S019,20230718,1,372.88,15.07,357.81,UPI
T008823,C00681,P0313,S014,20230810,2,13461.71,2533.36,24390.06,UPI
T008824,C01304,P0437,S048,20250630,1,7928.11,1459.21,6468.9,Credit Card
T008825,C00777,P0266,S008,20250904,2,13824.07,2379.3,25268.84,Credit Card
T008826,C01012,P0002,S009,20240622,6,610.97,58.61,3607.21,UPI
T008827,C02002,P0421,S054,20231222,4,3190.14,2184.79,10575.77,Debit Card
T008828,C03825,P0318,S003,20251111,3,1410.55,838.68,3392.97,UPI
T008829,C00272,P0431,S107,20240904,3,1728.81,384.82,4801.61,UPI
T008830,C03861,P0082,S089,20230308,3,1186.29,34.98,3523.89,UPI
T008831,C02919,P0378,S008,20251015,5,702.38,627.41,2884.49,Credit Card
T008832,C01042,P0106,S115,20230324,2,2050.74,267.7,3833.78,UPI
T008833,C03904,P0417,S074,20240103,2,219.55,20.53,418.57,Cash
T008834,C00410,P0255,S086,20240509,1,237.54,0.54,237.0,Net Banking
T008835,C00166,P0421,S014,20240614,4,3190.14,5036.09,7724.47,UPI
T008836,C02247,P0047,S013,20250206,1,91017.19,4708.04,86309.15,Cash
T008837,C04486,P0413,S049,20251214,1,67233.8,4437.68,62796.12,UPI
T008838,C00027,P0466,S049,20250813,3,1215.12,45.02,3600.34,Credit Card
T008839,C02057,P0193,S072,20230915,2,100776.47,26690.18,174862.76,Cash
T008840,C02279,P0275,S102,20251127,3,920.91,94.9,2667.83,Credit Card
T008841,C00168,P0428,S020,20250510,2,76989.21,13178.08,140800.34,Credit Card
T008842,C00715,P0280,S020,20240827,1,14999.66,1725.54,13274.12,UPI
T008843,C01132,P0187,S109,20240709,5,1807.93,1222.81,7816.84,UPI
T008844,C04724,P0219,S017,20230611,1,4769.03,260.25,4508.78,UPI
T008845,C00846,P0424,S099,20240218,2,67072.38,13368.46,120776.3,Debit Card
T008846,C04453,P0429,S026,20230907,3,1894.86,49.09,5635.49,UPI
T008847,C03688,P0064,S113,20230805,3,2864.27,2325.31,6267.5,UPI
T008848,C03965,P0238,S035,20250707,2,12185.43,2418.26,21952.6,Debit Card
T008849,C02137,P0369,S020,20240704,2,116213.13,12763.83,219662.43,UPI
T008850,C02965,P0245,S113,20230216,1,55957.99,2968.6,52989.39,Net Banking
T008851,C01825,P0317,S047,20230330,2,10049.42,2839.7,17259.14,UPI
T008852,C02569,P0023,S091,20230808,3,657.65,280.85,1692.1,Debit Card
T008853,C04088,P0077,S016,20240307,3,1497.2,1533.96,2957.64,Credit Card
T008854,C02492,P0462,S056,20230724,1,3754.59,242.08,3512.51,UPI
T008855,C01231,P0261,S059,20240206,3,1544.41,464.26,4168.97,Cash
T008856,C04904,P0170,S072,20240206,1,1691.2,168.57,1522.63,Net Banking
T008857,C03238,P0434,S013,20251002,1,21254.77,3315.2,17939.57,UPI
T008858,C02472,P0436,S063,20251113,3,1648.37,468.66,4476.45,UPI
T008859,C03720,P0483,S015,20241013,4,3688.23,1669.67,13083.25,Credit Card
T008860,C01393,P0113,S077,20251030,1,14484.92,1870.43,12614.49,Debit Card
T008861,C02042,P0043,S084,20240417,2,51737.62,5306.15,98169.09,Debit Card
T008862,C00812,P0352,S038,20250723,2,33551.08,9303.1,57799.06,UPI
T008863,C03793,P0420,S082,20250603,2,7253.42,2232.44,12274.4,Credit Card
T008864,C02964,P0101,S111,20250905,2,8258.02,894.6,15621.44,Credit Card
T008865,C02359,P0023,S037,20230811,3,657.65,356.3,1616.65,Credit Card
T008866,C02453,P0116,S047,20250408,2,20007.57,4615.66,35399.48,Net Banking
T008867,C02289,P0292,S114,20230113,3,4673.22,2260.97,11758.69,UPI
T008868,C04324,P0287,S010,20241109,2,2638.81,437.64,4839.98,Debit Card
T008869,C02729,P0381,S118,20230330,4,1855.62,1267.68,6154.8,UPI
T008870,C03140,P0370,S047,20231115,2,4677.55,1212.67,8142.43,Cash
T008871,C00579,P0218,S066,20230818,2,95848.24,23540.43,168156.05,UPI
T008872,C04593,P0375,S095,20241212,2,2433.4,582.68,4284.12,Cash
T008873,C02055,P0083,S108,20240613,1,54437.14,3125.07,51312.07,UPI
T008874,C00430,P0187,S108,20250429,1,1807.93,203.4,1604.53,UPI
T008875,C02792,P0421,S022,20250505,2,3190.14,2252.26,4128.02,UPI
T008876,C02548,P0179,S012,20230806,1,1718.35,341.68,1376.67,Debit Card
T008877,C00417,P0347,S042,20230330,2,2366.15,1262.6,3469.7,UPI
T008878,C02377,P0313,S064,20240115,2,13461.71,2643.86,24279.56,Credit Card
T008879,C00667,P0416,S046,20230731,3,344.45,77.84,955.51,Cash
T008880,C02336,P0155,S026,20230626,1,993.95,162.06,831.89,Credit Card
T008881,C02446,P0452,S090,20230906,1,3381.6,341.18,3040.42,UPI
T008882,C02647,P0095,S075,20240405,1,621.74,101.96,519.78,Debit Card
T008883,C00703,P0014,S029,20230409,5,1701.42,1174.23,7332.87,Net Banking
T008884,C04861,P0254,S067,20250207,2,10758.68,2646.32,18871.04,Credit Card
T008885,C01034,P0156,S110,20240107,3,3265.23,1047.69,8748.0,UPI
T008886,C02518,P0176,S111,20240226,10,880.48,313.14,8491.66,UPI
T008887,C00811,P0072,S019,20231101,2,1308.89,342.64,2275.14,Debit Card
T008888,C02551,P0408,S093,20240716,6,160.43,11.23,951.35,UPI
T008889,C00543,P0217,S049,20230106,9,154.43,16.63,1373.24,UPI
T008890,C04455,P0440,S079,20230105,1,8191.29,1193.73,6997.56,UPI
T008891,C04066,P0426,S111,20250212,1,4805.76,547.67,4258.09,Debit Card
T008892,C03542,P0160,S084,20240626,2,14564.7,3579.17,25550.23,UPI
T008893,C04161,P0069,S070,20250929,7,749.74,129.48,5118.7,Debit Card
T008894,C03394,P0158,S094,20250417,2,5215.13,1423.24,9007.02,Debit Card
T008895,C00992,P0403,S035,20231118,2,861.58,140.38,1582.78,Credit Card
T008896,C01538,P0175,S020,20240727,2,1936.68,323.31,3550.05,UPI
T008897,C02388,P0128,S043,20250826,1,51506.13,5629.63,45876.5,UPI
T008898,C00341,P0199,S026,20230822,5,1938.03,1448.99,8241.16,Cash
T008899,C00794,P0261,S044,20240625,2,1544.41,397.93,2690.89,UPI
T008900,C03848,P0153,S053,20231010,1,74427.07,9378.83,65048.24,UPI
T008901,C04883,P0470,S099,20250408,1,1610.39,24.84,1585.55,UPI
T008902,C02530,P0022,S066,20230630,1,3488.12,326.76,3161.36,Credit Card
T008903,C03992,P0348,S007,20231017,2,3131.64,580.66,5682.62,Debit Card
T008904,C03834,P0379,S091,20250823,2,2179.36,429.32,3929.4,UPI
T008905,C01720,P0116,S046,20240921,2,20007.57,5016.19,34998.95,Credit Card
T008906,C01845,P0400,S040,20230211,2,1917.26,106.81,3727.71,Debit Card
T008907,C00416,P0199,S039,20230907,2,1938.03,472.66,3403.4,UPI
T008908,C04645,P0117,S117,20240929,2,81074.95,17423.53,144726.37,Debit Card
T008909,C04074,P0029,S018,20240522,4,4135.31,3315.14,13226.1,UPI
T008910,C00423,P0194,S118,20240622,3,1309.57,571.34,3357.37,UPI
T008911,C04335,P0347,S045,20240731,4,2366.15,1861.81,7602.79,UPI
T008912,C03903,P0464,S114,20240721,3,1864.66,782.91,4811.07,UPI
T008913,C02058,P0248,S049,20231219,3,2127.5,765.91,5616.59,Credit Card
T008914,C01666,P0464,S078,20241204,5,1864.66,1457.05,7866.25,Net Banking
T008915,C04121,P0079,S103,20250121,1,10908.41,1600.23,9308.18,UPI
T008916,C00376,P0254,S002,20230318,2,10758.68,3164.63,18352.73,UPI
T008917,C00518,P0117,S079,20230120,1,81074.95,7528.15,73546.8,UPI
T008918,C04001,P0065,S088,20240802,1,2260.7,302.71,1957.99,Credit Card
T008919,C00189,P0071,S081,20231021,4,1345.44,1223.38,4158.38,UPI
T008920,C02495,P0125,S023,20251127,3,1156.0,492.35,2975.65,UPI
T008921,C04050,P0118,S084,20240824,3,359.47,131.12,947.29,UPI
T008922,C04763,P0489,S114,20241129,3,1581.43,443.99,4300.3,Cash
T008923,C02213,P0296,S117,20231220,10,711.27,143.43,6969.27,Credit Card
T008924,C04301,P0126,S018,20250222,2,12470.16,2135.82,22804.5,Debit Card
T008925,C04352,P0071,S057,20230824,1,1345.44,362.89,982.55,UPI
T008926,C00580,P0259,S091,20250513,9,910.63,335.28,7860.39,UPI
T008927,C00497,P0022,S002,20250509,1,3488.12,312.54,3175.58,UPI
T008928,C01395,P0345,S077,20230829,1,78819.34,4617.72,74201.62,Debit Card
T008929,C00240,P0364,S066,20230723,10,543.37,129.16,5304.54,Credit Card
T008930,C01325,P0119,S005,20251028,1,1929.42,177.89,1751.53,UPI
T008931,C01580,P0035,S105,20230318,2,37024.89,9325.27,64724.51,Debit Card
T008932,C02896,P0095,S114,20230113,2,621.74,119.12,1124.36,Credit Card
T008933,C03127,P0472,S009,20250707,1,354.25,16.99,337.26,UPI
T008934,C04577,P0355,S063,20230930,1,4843.43,1309.26,3534.17,Credit Card
T008935,C03527,P0406,S081,20230917,3,667.08,461.82,1539.42,Credit Card
T008936,C02629,P0366,S047,20231218,1,9068.38,1182.94,7885.44,Cash
T008937,C00823,P0153,S069,20250109,1,74427.07,5765.08,68661.99,Debit Card
T008938,C03828,P0343,S057,20240713,1,1585.85,223.6,1362.25,Credit Card
T008939,C04603,P0203,S024,20240715,1,3047.43,1071.33,1976.1,UPI
T008940,C04407,P0044,S011,20250706,1,1032.03,96.87,935.16,UPI
T008941,C00539,P0057,S039,20230803,5,1870.34,1027.47,8324.23,Net Banking
T008942,C01978,P0489,S035,20251218,2,1581.43,191.14,2971.72,UPI
T008943,C02107,P0353,S053,20231202,5,774.97,52.81,3822.04,Cash
T008944,C00604,P0158,S044,20230905,2,5215.13,777.1,9653.16,UPI
T008945,C00207,P0190,S092,20250505,2,4303.34,465.54,8141.14,Cash
T008946,C01663,P0297,S020,20240408,8,634.58,217.23,4859.41,Cash
T008947,C00822,P0066,S055,20240521,4,499.15,289.4,1707.2,UPI
T008948,C00160,P0242,S049,20250306,1,48262.36,2645.15,45617.21,UPI
T008949,C03772,P0161,S028,20250608,1,297.57,11.76,285.81,Credit Card
T008950,C00768,P0391,S048,20231008,2,112710.01,25338.36,200081.66,UPI
T008951,C02301,P0113,S045,20230511,1,14484.92,1753.54,12731.38,Debit Card
T008952,C02971,P0456,S017,20231010,2,7049.46,1569.42,12529.5,Debit Card
T008953,C00757,P0069,S069,20230213,3,749.74,90.31,2158.91,UPI
T008954,C04614,P0276,S032,20251105,1,1230.58,93.04,1137.54,UPI
T008955,C00260,P0023,S003,20250911,3,657.65,385.67,1587.28,Debit Card
T008956,C03552,P0478,S052,20240103,2,4359.48,2329.05,6389.91,Cash
T008957,C03245,P0482,S088,20230730,8,334.76,60.79,2617.29,Cash
T008958,C00319,P0203,S015,20240405,2,3047.43,772.84,5322.02,UPI
T008959,C01755,P0133,S016,20250305,1,4204.98,385.51,3819.47,UPI
T008960,C04837,P0077,S071,20240115,3,1497.2,985.01,3506.59,Credit Card
T008961,C04992,P0435,S001,20251012,3,542.22,303.49,1323.17,UPI
T008962,C04322,P0025,S013,20241115,8,849.59,190.71,6606.01,Debit Card
T008963,C01281,P0201,S069,20250124,1,4846.17,1693.04,3153.13,Debit Card
T008964,C03036,P0457,S093,20250306,1,1026.2,68.38,957.82,Cash
T008965,C01149,P0291,S041,20240517,10,839.49,393.79,8001.11,Credit Card
T008966,C02492,P0079,S037,20251030,1,10908.41,1042.94,9865.47,UPI
T008967,C01782,P0005,S041,20240301,1,746.48,54.48,692.0,Credit Card
T008968,C00096,P0062,S062,20250809,2,78268.04,12506.22,144029.86,Debit Card
T008969,C01448,P0454,S007,20251206,5,1054.21,880.86,4390.19,UPI
T008970,C03195,P0397,S026,20250206,1,13124.38,1501.65,11622.73,UPI
T008971,C03709,P0110,S046,20250107,2,4763.18,2438.79,7087.57,Credit Card
T008972,C04559,P0409,S080,20231023,1,22522.79,2873.96,19648.83,Credit Card
T008973,C04649,P0313,S060,20240621,2,13461.71,2078.79,24844.63,UPI
T008974,C02886,P0346,S104,20250409,3,665.12,213.27,1782.09,UPI
T008975,C00447,P0375,S089,20230315,1,2433.4,238.82,2194.58,UPI
T008976,C02276,P0381,S112,20251227,3,1855.62,883.98,4682.88,UPI
T008977,C00623,P0017,S011,20251216,3,1508.18,321.35,4203.19,Debit Card
T008978,C03879,P0012,S091,20240313,1,9293.31,1379.12,7914.19,UPI
T008979,C01517,P0364,S102,20240926,8,543.37,142.85,4204.11,UPI
T008980,C03434,P0300,S035,20251121,2,12222.82,3179.65,21265.99,UPI
T008981,C01839,P0203,S039,20250820,2,3047.43,1936.81,4158.05,Debit Card
T008982,C00706,P0253,S022,20251113,2,110933.68,28125.72,193741.64,Cash
T008983,C02765,P0475,S090,20241202,1,1991.61,490.06,1501.55,Cash
T008984,C00789,P0404,S042,20250814,1,4253.05,403.06,3849.99,UPI
T008985,C00587,P0017,S096,20250226,1,1508.18,129.69,1378.49,Credit Card
T008986,C04348,P0089,S055,20240212,1,10291.5,2049.21,8242.29,Credit Card
T008987,C04095,P0288,S056,20240606,1,1771.4,21.8,1749.6,UPI
T008988,C01409,P0098,S117,20230408,2,946.76,87.55,1805.97,Cash
T008989,C03041,P0364,S100,20250702,5,543.37,83.48,2633.37,UPI
T008990,C00710,P0064,S071,20250702,1,2864.27,989.87,1874.4,Credit Card
T008991,C00034,P0360,S102,20250410,2,9965.55,1395.65,18535.45,UPI
T008992,C03686,P0109,S091,20251108,2,1315.06,254.67,2375.45,Credit Card
T008993,C04896,P0011,S002,20240707,2,492.78,25.09,960.47,UPI
T008994,C02263,P0270,S045,20250304,2,971.48,223.08,1719.88,Debit Card
T008995,C02578,P0208,S026,20231130,8,686.96,84.91,5410.77,UPI
T008996,C03989,P0444,S096,20230205,2,6888.97,2498.36,11279.58,UPI
T008997,C04701,P0326,S078,20240816,2,1497.78,428.17,2567.39,UPI
T008998,C02412,P0263,S113,20251229,1,2338.87,318.25,2020.62,Credit Card
T008999,C00138,P0105,S016,20250808,2,20605.44,3500.94,37709.94,UPI
T009000,C02387,P0111,S068,20250321,2,3592.41,883.0,6301.82,Credit Card
T009001,C01252,P0477,S104,20240505,2,675.69,116.51,1234.87,Credit Card
T009002,C04227,P0373,S025,20250107,7,526.73,74.19,3612.92,UPI
T009003,C01107,P0256,S091,20231023,2,1686.7,380.54,2992.86,UPI
T009004,C01919,P0384,S108,20230317,1,16129.64,1799.77,14329.87,UPI
T009005,C03736,P0016,S042,20240126,3,1299.34,909.06,2988.96,UPI
T009006,C02591,P0362,S048,20240513,2,1558.94,31.73,3086.15,UPI
T009007,C04028,P0045,S085,20240121,2,37803.66,8570.83,67036.49,UPI
T009008,C01427,P0139,S078,20230819,3,473.11,138.96,1280.37,Credit Card
T009009,C01949,P0209,S010,20240308,2,1700.65,245.02,3156.28,Debit Card
T009010,C04314,P0113,S027,20240523,1,14484.92,2135.36,12349.56,UPI
T009011,C01403,P0113,S047,20251121,2,14484.92,3515.91,25453.93,Credit Card
T009012,C03402,P0413,S016,20240221,1,67233.8,6845.76,60388.04,UPI
T009013,C04197,P0433,S114,20251231,2,637.15,47.51,1226.79,Debit Card
T009014,C00363,P0430,S113,20250218,1,468.59,5.75,462.84,UPI
T009015,C01703,P0396,S072,20250930,10,589.39,243.02,5650.88,UPI
T009016,C00788,P0363,S109,20230110,1,1609.93,191.61,1418.32,Credit Card
T009017,C02684,P0332,S090,20251215,1,6300.04,937.81,5362.23,UPI
T009018,C01587,P0061,S005,20251117,1,100375.03,9418.48,90956.55,UPI
T009019,C02078,P0232,S032,20250404,2,1731.88,332.53,3131.23,Debit Card
T009020,C03116,P0269,S093,20230528,2,741.63,159.39,1323.87,Credit Card
T009021,C00929,P0455,S108,20240807,2,1143.89,160.31,2127.47,UPI
T009022,C02493,P0477,S088,20230321,3,675.69,164.72,1862.35,Credit Card
T009023,C04532,P0104,S063,20241011,2,3061.49,859.58,5263.4,UPI
T009024,C03512,P0345,S083,20231030,2,78819.34,16998.19,140640.49,Debit Card
T009025,C04609,P0068,S092,20250909,3,1957.17,322.74,5548.77,Debit Card
T009026,C00519,P0207,S055,20240728,2,16177.08,3058.02,29296.14,Credit Card
T009027,C01303,P0406,S052,20230419,3,667.08,799.42,1201.82,Debit Card
T009028,C00854,P0012,S012,20240513,2,9293.31,2787.73,15798.89,UPI
T009029,C02207,P0101,S089,20231009,2,8258.02,1987.26,14528.78,Credit Card
T009030,C02559,P0375,S005,20250329,1,2433.4,240.68,2192.72,Credit Card
T009031,C00282,P0459,S100,20230501,2,739.45,384.8,1094.1,UPI
T009032,C04309,P0150,S020,20230810,1,3096.71,1208.06,1888.65,UPI
T009033,C02329,P0124,S100,20250629,2,1257.57,332.07,2183.07,Debit Card
T009034,C01235,P0490,S080,20241225,3,1266.01,2.77,3795.26,UPI
T009035,C01612,P0302,S005,20240630,1,70626.33,7794.33,62832.0,Cash
T009036,C02951,P0193,S010,20250615,2,100776.47,13402.64,188150.3,Credit Card
T009037,C00009,P0399,S029,20250919,10,56.49,6.4,558.5,UPI
T009038,C03479,P0127,S067,20250718,1,11480.28,1114.13,10366.15,Debit Card
T009039,C01071,P0129,S041,20250616,2,14060.09,3268.81,24851.37,Debit Card
T009040,C02773,P0342,S038,20231025,2,675.8,64.25,1287.35,UPI
T009041,C00205,P0401,S048,20230820,1,1342.0,106.56,1235.44,Debit Card
T009042,C02847,P0022,S035,20230304,3,3488.12,534.73,9929.63,UPI
T009043,C00789,P0362,S010,20230422,2,1558.94,210.0,2907.88,UPI
T009044,C00108,P0364,S079,20230517,6,543.37,126.2,3134.02,UPI
T009045,C01073,P0363,S021,20240201,2,1609.93,431.81,2788.05,UPI
T009046,C03885,P0077,S090,20230330,1,1497.2,380.44,1116.76,Net Banking
T009047,C02003,P0105,S033,20230425,2,20605.44,2808.42,38402.46,Net Banking
T009048,C04719,P0060,S064,20250319,2,6652.47,1138.81,12166.13,Debit Card
T009049,C03533,P0127,S054,20250216,2,11480.28,3584.86,19375.7,Debit Card
T009050,C01814,P0480,S010,20250114,1,4652.79,851.24,3801.55,Cash
T009051,C04890,P0185,S119,20240912,3,342.14,40.07,986.35,Cash
T009052,C02490,P0201,S044,20250317,1,4846.17,613.23,4232.94,UPI
T009053,C03734,P0177,S011,20240609,1,3681.61,536.38,3145.23,Debit Card
T009054,C02214,P0495,S002,20230306,1,4005.92,230.56,3775.36,Credit Card
T009055,C01520,P0042,S077,20250111,1,1739.41,171.05,1568.36,UPI
T009056,C02010,P0069,S001,20250722,7,749.74,21.68,5226.5,UPI
T009057,C04825,P0288,S040,20240201,2,1771.4,279.78,3263.02,Credit Card
T009058,C02085,P0319,S062,20251014,1,9376.83,1259.22,8117.61,Debit Card
T009059,C02233,P0231,S026,20250729,3,3426.01,2243.64,8034.39,Debit Card
T009060,C03355,P0482,S108,20231005,6,334.76,45.34,1963.22,UPI
T009061,C03841,P0320,S002,20230823,3,1408.13,115.26,4109.13,Cash
T009062,C04182,P0469,S023,20240216,3,1289.3,83.07,3784.83,UPI
T009063,C04436,P0461,S053,20230801,6,662.66,55.7,3920.26,Cash
T009064,C04153,P0262,S114,20241016,1,2480.58,635.6,1844.98,Debit Card
T009065,C02331,P0211,S029,20250103,3,4909.41,1520.43,13207.8,Cash
T009066,C03092,P0353,S091,20230730,6,774.97,19.84,4629.98,UPI
T009067,C02002,P0145,S080,20250526,8,198.71,14.91,1574.77,Net Banking
T009068,C00369,P0084,S068,20241021,2,10264.16,1322.81,19205.51,UPI
T009069,C04846,P0016,S075,20230620,1,1299.34,398.9,900.44,UPI
T009070,C02130,P0341,S086,20240405,4,1054.89,535.67,3683.89,Debit Card
T009071,C00837,P0277,S084,20251106,3,3324.42,3576.28,6396.98,Cash
T009072,C01124,P0058,S023,20240905,3,4481.65,2885.29,10559.66,UPI
T009073,C03365,P0259,S105,20231015,1,910.63,43.08,867.55,UPI
T009074,C00273,P0010,S103,20241007,1,21728.85,1732.85,19996.0,UPI
T009075,C02924,P0135,S057,20250819,1,575.69,25.89,549.8,UPI
